antecedents,consequents,ant_len,cons_len,support,confidence,lift,antecedents_tagged,consequents_tagged
固山,貝子,1,1,0.051451187335092345,0.9285714285714286,15.996753246753247,固山(SYS),貝子(OFF)
貝子,固山,1,1,0.051451187335092345,0.8863636363636364,15.996753246753247,貝子(OFF),固山(SYS)
兼禮部,"侍郎, 內閣",1,2,0.05013192612137203,0.95,15.32127659574468,兼禮部(OFF),"侍郎(OFF), 內閣(OFF)"
"侍郎, 內閣",兼禮部,2,1,0.05013192612137203,0.8085106382978723,15.32127659574468,"侍郎(OFF), 內閣(OFF)",兼禮部(OFF)
藩王,"元旦, 王",1,2,0.05013192612137203,0.6785714285714286,13.535714285714286,藩王(OFF),"元旦(DATE), 王(OFF)"
"元旦, 王",藩王,2,1,0.05013192612137203,1.0,13.535714285714285,"元旦(DATE), 王(OFF)",藩王(OFF)
朝鮮國王,"堂子, 滿洲",1,2,0.051451187335092345,0.7090909090909091,13.437272727272727,朝鮮國王(PER),"堂子(LOC), 滿洲(GRP)"
"堂子, 滿洲",朝鮮國王,2,1,0.051451187335092345,0.9749999999999999,13.437272727272726,"堂子(LOC), 滿洲(GRP)",朝鮮國王(PER)
"八旗, 堂子",朝鮮國王,2,1,0.052770448548812667,0.9523809523809524,13.125541125541128,"八旗(SYS), 堂子(LOC)",朝鮮國王(PER)
朝鮮國王,"八旗, 堂子",1,2,0.052770448548812667,0.7272727272727273,13.125541125541126,朝鮮國王(PER),"八旗(SYS), 堂子(LOC)"
朝鮮國王,"堂子, 正月",1,2,0.0712401055408971,0.9818181818181819,13.056459330143541,朝鮮國王(PER),"堂子(LOC), 正月(DATE)"
朝鮮國王,"元旦, 堂子",1,2,0.0712401055408971,0.9818181818181819,13.056459330143541,朝鮮國王(PER),"元旦(DATE), 堂子(LOC)"
朝鮮國王,"堂子, 朔",1,2,0.0712401055408971,0.9818181818181819,13.056459330143541,朝鮮國王(PER),"堂子(LOC), 朔(DATE)"
"堂子, 正月",朝鮮國王,2,1,0.0712401055408971,0.9473684210526315,13.056459330143541,"堂子(LOC), 正月(DATE)",朝鮮國王(PER)
"元旦, 堂子",朝鮮國王,2,1,0.0712401055408971,0.9473684210526315,13.056459330143541,"元旦(DATE), 堂子(LOC)",朝鮮國王(PER)
"堂子, 朔",朝鮮國王,2,1,0.0712401055408971,0.9473684210526315,13.056459330143541,"堂子(LOC), 朔(DATE)",朝鮮國王(PER)
"堂子, 藩王",朝鮮國王,2,1,0.0633245382585752,0.9411764705882353,12.971122994652408,"堂子(LOC), 藩王(OFF)",朝鮮國王(PER)
"堂子, 大學士",朝鮮國王,2,1,0.0633245382585752,0.9411764705882353,12.971122994652408,"堂子(LOC), 大學士(OFF)",朝鮮國王(PER)
朝鮮國王,"堂子, 藩王",1,2,0.0633245382585752,0.8727272727272728,12.971122994652406,朝鮮國王(PER),"堂子(LOC), 藩王(OFF)"
朝鮮國王,"堂子, 大學士",1,2,0.0633245382585752,0.8727272727272728,12.971122994652406,朝鮮國王(PER),"堂子(LOC), 大學士(OFF)"
"朔, 朝鮮國王",堂子,2,1,0.0712401055408971,1.0,12.847457627118644,"朔(DATE), 朝鮮國王(PER)",堂子(LOC)
"朝鮮國王, 藩王",堂子,2,1,0.0633245382585752,1.0,12.847457627118644,"朝鮮國王(PER), 藩王(OFF)",堂子(LOC)
"朝鮮國王, 貝勒貝子",堂子,2,1,0.06464379947229551,1.0,12.847457627118644,"朝鮮國王(PER), 貝勒貝子(OFF)",堂子(LOC)
"朝鮮國王, 諸王",堂子,2,1,0.0633245382585752,1.0,12.847457627118644,"朝鮮國王(PER), 諸王(OFF)",堂子(LOC)
"大學士, 朝鮮國王",堂子,2,1,0.0633245382585752,1.0,12.847457627118644,"大學士(OFF), 朝鮮國王(PER)",堂子(LOC)
堂子,"朔, 朝鮮國王",1,2,0.0712401055408971,0.9152542372881356,12.847457627118644,堂子(LOC),"朔(DATE), 朝鮮國王(PER)"
堂子,"朝鮮國王, 貝勒貝子",1,2,0.06464379947229551,0.8305084745762711,12.847457627118644,堂子(LOC),"朝鮮國王(PER), 貝勒貝子(OFF)"
堂子,"朝鮮國王, 藩王",1,2,0.0633245382585752,0.8135593220338984,12.847457627118644,堂子(LOC),"朝鮮國王(PER), 藩王(OFF)"
堂子,"朝鮮國王, 諸王",1,2,0.0633245382585752,0.8135593220338984,12.847457627118644,堂子(LOC),"朝鮮國王(PER), 諸王(OFF)"
堂子,"大學士, 朝鮮國王",1,2,0.0633245382585752,0.8135593220338984,12.847457627118644,堂子(LOC),"大學士(OFF), 朝鮮國王(PER)"
朝鮮國王,"堂子, 康熙",1,2,0.0712401055408971,0.9818181818181819,12.831347962382447,朝鮮國王(PER),"堂子(LOC), 康熙(DATE)"
"堂子, 康熙",朝鮮國王,2,1,0.0712401055408971,0.9310344827586208,12.831347962382447,"堂子(LOC), 康熙(DATE)",朝鮮國王(PER)
"正月, 滿洲",朝鮮國王,2,1,0.052770448548812667,0.9302325581395349,12.820295983086682,"正月(DATE), 滿洲(GRP)",朝鮮國王(PER)
朝鮮國王,"正月, 滿洲",1,2,0.052770448548812667,0.7272727272727273,12.82029598308668,朝鮮國王(PER),"正月(DATE), 滿洲(GRP)"
"八旗, 貝勒貝子",朝鮮國王,2,1,0.051451187335092345,0.9285714285714286,12.797402597402598,"八旗(SYS), 貝勒貝子(OFF)",朝鮮國王(PER)
朝鮮國王,"八旗, 貝勒貝子",1,2,0.051451187335092345,0.7090909090909091,12.797402597402598,朝鮮國王(PER),"八旗(SYS), 貝勒貝子(OFF)"
"堂子, 貝勒貝子",朝鮮國王,2,1,0.06464379947229551,0.9245283018867924,12.741680960548884,"堂子(LOC), 貝勒貝子(OFF)",朝鮮國王(PER)
"元旦, 貝勒貝子",朝鮮國王,2,1,0.06464379947229551,0.9245283018867924,12.741680960548884,"元旦(DATE), 貝勒貝子(OFF)",朝鮮國王(PER)
朝鮮國王,"堂子, 貝勒貝子",1,2,0.06464379947229551,0.8909090909090909,12.741680960548884,朝鮮國王(PER),"堂子(LOC), 貝勒貝子(OFF)"
朝鮮國王,"元旦, 貝勒貝子",1,2,0.06464379947229551,0.8909090909090909,12.741680960548884,朝鮮國王(PER),"元旦(DATE), 貝勒貝子(OFF)"
"堂子, 諸王",朝鮮國王,2,1,0.0633245382585752,0.9230769230769232,12.721678321678324,"堂子(LOC), 諸王(OFF)",朝鮮國王(PER)
"元旦, 大學士",朝鮮國王,2,1,0.0633245382585752,0.9230769230769232,12.721678321678324,"元旦(DATE), 大學士(OFF)",朝鮮國王(PER)
朝鮮國王,"堂子, 諸王",1,2,0.0633245382585752,0.8727272727272728,12.721678321678324,朝鮮國王(PER),"堂子(LOC), 諸王(OFF)"
朝鮮國王,"元旦, 大學士",1,2,0.0633245382585752,0.8727272727272728,12.721678321678324,朝鮮國王(PER),"元旦(DATE), 大學士(OFF)"
"藩王, 貝勒貝子",朝鮮國王,2,1,0.05804749340369393,0.9166666666666666,12.633333333333333,"藩王(OFF), 貝勒貝子(OFF)",朝鮮國王(PER)
朝鮮國王,"藩王, 貝勒貝子",1,2,0.05804749340369393,0.8,12.633333333333333,朝鮮國王(PER),"藩王(OFF), 貝勒貝子(OFF)"
朝鮮國王,堂子,1,1,0.0712401055408971,0.9818181818181819,12.613867488443761,朝鮮國王(PER),堂子(LOC)
"康熙, 朝鮮國王",堂子,2,1,0.0712401055408971,0.9818181818181819,12.613867488443761,"康熙(DATE), 朝鮮國王(PER)",堂子(LOC)
"朝鮮國王, 正月",堂子,2,1,0.0712401055408971,0.9818181818181819,12.613867488443761,"朝鮮國王(PER), 正月(DATE)",堂子(LOC)
"元旦, 朝鮮國王",堂子,2,1,0.0712401055408971,0.9818181818181819,12.613867488443761,"元旦(DATE), 朝鮮國王(PER)",堂子(LOC)
堂子,朝鮮國王,1,1,0.0712401055408971,0.9152542372881356,12.613867488443761,堂子(LOC),朝鮮國王(PER)
堂子,"康熙, 朝鮮國王",1,2,0.0712401055408971,0.9152542372881356,12.613867488443761,堂子(LOC),"康熙(DATE), 朝鮮國王(PER)"
堂子,"朝鮮國王, 正月",1,2,0.0712401055408971,0.9152542372881356,12.613867488443761,堂子(LOC),"朝鮮國王(PER), 正月(DATE)"
堂子,"元旦, 朝鮮國王",1,2,0.0712401055408971,0.9152542372881356,12.613867488443761,堂子(LOC),"元旦(DATE), 朝鮮國王(PER)"
"藩王, 諸王",朝鮮國王,2,1,0.05672823218997362,0.9148936170212766,12.60889748549323,"藩王(OFF), 諸王(OFF)",朝鮮國王(PER)
朝鮮國王,"藩王, 諸王",1,2,0.05672823218997362,0.7818181818181819,12.60889748549323,朝鮮國王(PER),"藩王(OFF), 諸王(OFF)"
"元旦, 貝勒貝子",堂子,2,1,0.06860158311345646,0.981132075471698,12.605052766229612,"元旦(DATE), 貝勒貝子(OFF)",堂子(LOC)
堂子,"元旦, 貝勒貝子",1,2,0.06860158311345646,0.8813559322033898,12.605052766229612,堂子(LOC),"元旦(DATE), 貝勒貝子(OFF)"
"元旦, 大學士",堂子,2,1,0.06728232189973615,0.980769230769231,12.600391134289442,"元旦(DATE), 大學士(OFF)",堂子(LOC)
堂子,"元旦, 大學士",1,2,0.06728232189973615,0.864406779661017,12.60039113428944,堂子(LOC),"元旦(DATE), 大學士(OFF)"
"藩王, 貝勒貝子",堂子,2,1,0.06200527704485488,0.9791666666666666,12.579802259887005,"藩王(OFF), 貝勒貝子(OFF)",堂子(LOC)
堂子,"藩王, 貝勒貝子",1,2,0.06200527704485488,0.7966101694915254,12.579802259887005,堂子(LOC),"藩王(OFF), 貝勒貝子(OFF)"
"藩王, 諸王",堂子,2,1,0.06068601583113457,0.9787234042553192,12.574107464839525,"藩王(OFF), 諸王(OFF)",堂子(LOC)
堂子,"藩王, 諸王",1,2,0.06068601583113457,0.7796610169491526,12.574107464839525,堂子(LOC),"藩王(OFF), 諸王(OFF)"
"八旗, 堂子",藩王,2,1,0.051451187335092345,0.9285714285714286,12.568877551020408,"八旗(SYS), 堂子(LOC)",藩王(OFF)
"八旗, 貝勒貝子",藩王,2,1,0.051451187335092345,0.9285714285714286,12.568877551020408,"八旗(SYS), 貝勒貝子(OFF)",藩王(OFF)
藩王,"八旗, 堂子",1,2,0.051451187335092345,0.6964285714285714,12.568877551020408,藩王(OFF),"八旗(SYS), 堂子(LOC)"
藩王,"八旗, 貝勒貝子",1,2,0.051451187335092345,0.6964285714285714,12.568877551020408,藩王(OFF),"八旗(SYS), 貝勒貝子(OFF)"
"正月, 王",藩王,2,1,0.05013192612137203,0.926829268292683,12.545296167247388,"正月(DATE), 王(OFF)",藩王(OFF)
藩王,"正月, 王",1,2,0.05013192612137203,0.6785714285714286,12.545296167247388,藩王(OFF),"正月(DATE), 王(OFF)"
"八旗, 貝勒貝子",堂子,2,1,0.05408970976253298,0.9761904761904763,12.541565778853915,"八旗(SYS), 貝勒貝子(OFF)",堂子(LOC)
堂子,"八旗, 貝勒貝子",1,2,0.05408970976253298,0.6949152542372882,12.541565778853915,堂子(LOC),"八旗(SYS), 貝勒貝子(OFF)"
"八旗, 朝鮮國王",堂子,2,1,0.052770448548812667,0.9756097560975611,12.53410500206697,"八旗(SYS), 朝鮮國王(PER)",堂子(LOC)
堂子,"八旗, 朝鮮國王",1,2,0.052770448548812667,0.6779661016949152,12.534105002066969,堂子(LOC),"八旗(SYS), 朝鮮國王(PER)"
"朝鮮國王, 滿洲",堂子,2,1,0.051451187335092345,0.9749999999999999,12.526271186440676,"朝鮮國王(PER), 滿洲(GRP)",堂子(LOC)
堂子,"朝鮮國王, 滿洲",1,2,0.051451187335092345,0.6610169491525423,12.526271186440676,堂子(LOC),"朝鮮國王(PER), 滿洲(GRP)"
"滿洲, 貝勒貝子",堂子,2,1,0.05013192612137203,0.9743589743589745,12.518035636679706,"滿洲(GRP), 貝勒貝子(OFF)",堂子(LOC)
堂子,"滿洲, 貝勒貝子",1,2,0.05013192612137203,0.6440677966101694,12.518035636679704,堂子(LOC),"滿洲(GRP), 貝勒貝子(OFF)"
"正月, 貝勒貝子",朝鮮國王,2,1,0.06464379947229551,0.9074074074074073,12.505723905723904,"正月(DATE), 貝勒貝子(OFF)",朝鮮國王(PER)
朝鮮國王,"正月, 貝勒貝子",1,2,0.06464379947229551,0.8909090909090909,12.505723905723904,朝鮮國王(PER),"正月(DATE), 貝勒貝子(OFF)"
"正月, 藩王",朝鮮國王,2,1,0.0633245382585752,0.9056603773584906,12.481646655231561,"正月(DATE), 藩王(OFF)",朝鮮國王(PER)
"元旦, 藩王",朝鮮國王,2,1,0.0633245382585752,0.9056603773584906,12.481646655231561,"元旦(DATE), 藩王(OFF)",朝鮮國王(PER)
"元旦, 諸王",朝鮮國王,2,1,0.0633245382585752,0.9056603773584906,12.481646655231561,"元旦(DATE), 諸王(OFF)",朝鮮國王(PER)
"大學士, 正月",朝鮮國王,2,1,0.0633245382585752,0.9056603773584906,12.481646655231561,"大學士(OFF), 正月(DATE)",朝鮮國王(PER)
朝鮮國王,"正月, 藩王",1,2,0.0633245382585752,0.8727272727272728,12.481646655231561,朝鮮國王(PER),"正月(DATE), 藩王(OFF)"
朝鮮國王,"元旦, 藩王",1,2,0.0633245382585752,0.8727272727272728,12.481646655231561,朝鮮國王(PER),"元旦(DATE), 藩王(OFF)"
朝鮮國王,"元旦, 諸王",1,2,0.0633245382585752,0.8727272727272728,12.481646655231561,朝鮮國王(PER),"元旦(DATE), 諸王(OFF)"
朝鮮國王,"大學士, 正月",1,2,0.0633245382585752,0.8727272727272728,12.481646655231561,朝鮮國王(PER),"大學士(OFF), 正月(DATE)"
朝鮮國王,"元旦, 正月",1,2,0.07255936675461741,1.0,12.426229508196721,朝鮮國王(PER),"元旦(DATE), 正月(DATE)"
"元旦, 正月",朝鮮國王,2,1,0.07255936675461741,0.9016393442622951,12.426229508196721,"元旦(DATE), 正月(DATE)",朝鮮國王(PER)
"正月, 貝勒貝子",堂子,2,1,0.06860158311345646,0.9629629629629628,12.371625863151285,"正月(DATE), 貝勒貝子(OFF)",堂子(LOC)
堂子,"正月, 貝勒貝子",1,2,0.06860158311345646,0.8813559322033898,12.371625863151285,堂子(LOC),"正月(DATE), 貝勒貝子(OFF)"
"正月, 藩王",堂子,2,1,0.06728232189973615,0.9622641509433962,12.362647905340582,"正月(DATE), 藩王(OFF)",堂子(LOC)
"元旦, 藩王",堂子,2,1,0.06728232189973615,0.9622641509433962,12.362647905340582,"元旦(DATE), 藩王(OFF)",堂子(LOC)
"元旦, 諸王",堂子,2,1,0.06728232189973615,0.9622641509433962,12.362647905340582,"元旦(DATE), 諸王(OFF)",堂子(LOC)
"大學士, 正月",堂子,2,1,0.06728232189973615,0.9622641509433962,12.362647905340582,"大學士(OFF), 正月(DATE)",堂子(LOC)
堂子,"正月, 藩王",1,2,0.06728232189973615,0.864406779661017,12.362647905340582,堂子(LOC),"正月(DATE), 藩王(OFF)"
堂子,"元旦, 藩王",1,2,0.06728232189973615,0.864406779661017,12.362647905340582,堂子(LOC),"元旦(DATE), 藩王(OFF)"
堂子,"元旦, 諸王",1,2,0.06728232189973615,0.864406779661017,12.362647905340582,堂子(LOC),"元旦(DATE), 諸王(OFF)"
堂子,"大學士, 正月",1,2,0.06728232189973615,0.864406779661017,12.362647905340582,堂子(LOC),"大學士(OFF), 正月(DATE)"
"大學士, 藩王",朝鮮國王,2,1,0.05672823218997362,0.8958333333333333,12.34621212121212,"大學士(OFF), 藩王(OFF)",朝鮮國王(PER)
朝鮮國王,"大學士, 藩王",1,2,0.05672823218997362,0.7818181818181819,12.34621212121212,朝鮮國王(PER),"大學士(OFF), 藩王(OFF)"
"大學士, 藩王",堂子,2,1,0.06068601583113457,0.9583333333333333,12.312146892655367,"大學士(OFF), 藩王(OFF)",堂子(LOC)
堂子,"大學士, 藩王",1,2,0.06068601583113457,0.7796610169491526,12.312146892655367,堂子(LOC),"大學士(OFF), 藩王(OFF)"
"八旗, 正月",朝鮮國王,2,1,0.05408970976253298,0.8913043478260869,12.283794466403162,"八旗(SYS), 正月(DATE)",朝鮮國王(PER)
朝鮮國王,"八旗, 正月",1,2,0.05408970976253298,0.7454545454545455,12.283794466403162,朝鮮國王(PER),"八旗(SYS), 正月(DATE)"
"朔, 貝勒貝子",朝鮮國王,2,1,0.06464379947229551,0.8909090909090909,12.278347107438016,"朔(DATE), 貝勒貝子(OFF)",朝鮮國王(PER)
朝鮮國王,"朔, 貝勒貝子",1,2,0.06464379947229551,0.8909090909090909,12.278347107438016,朝鮮國王(PER),"朔(DATE), 貝勒貝子(OFF)"
"元旦, 貝勒貝子",藩王,2,1,0.0633245382585752,0.9056603773584906,12.258760107816713,"元旦(DATE), 貝勒貝子(OFF)",藩王(OFF)
藩王,"元旦, 貝勒貝子",1,2,0.0633245382585752,0.8571428571428572,12.258760107816713,藩王(OFF),"元旦(DATE), 貝勒貝子(OFF)"
"元旦, 滿洲",朝鮮國王,2,1,0.052770448548812667,0.888888888888889,12.250505050505051,"元旦(DATE), 滿洲(GRP)",朝鮮國王(PER)
"朔, 藩王",朝鮮國王,2,1,0.0633245382585752,0.8888888888888888,12.250505050505051,"朔(DATE), 藩王(OFF)",朝鮮國王(PER)
朝鮮國王,"朔, 藩王",1,2,0.0633245382585752,0.8727272727272728,12.250505050505051,朝鮮國王(PER),"朔(DATE), 藩王(OFF)"
朝鮮國王,"元旦, 滿洲",1,2,0.052770448548812667,0.7272727272727273,12.250505050505051,朝鮮國王(PER),"元旦(DATE), 滿洲(GRP)"
"元旦, 大學士",藩王,2,1,0.06200527704485488,0.9038461538461539,12.234203296703297,"元旦(DATE), 大學士(OFF)",藩王(OFF)
藩王,"元旦, 大學士",1,2,0.06200527704485488,0.8392857142857143,12.234203296703297,藩王(OFF),"元旦(DATE), 大學士(OFF)"
"元旦, 康熙",朝鮮國王,2,1,0.07255936675461741,0.8870967741935484,12.225806451612904,"元旦(DATE), 康熙(DATE)",朝鮮國王(PER)
朝鮮國王,"元旦, 康熙",1,2,0.07255936675461741,1.0,12.225806451612902,朝鮮國王(PER),"元旦(DATE), 康熙(DATE)"
"八旗, 藩王",堂子,2,1,0.051451187335092345,0.9512195121951219,12.220752377015295,"八旗(SYS), 藩王(OFF)",堂子(LOC)
堂子,"八旗, 藩王",1,2,0.051451187335092345,0.6610169491525423,12.220752377015295,堂子(LOC),"八旗(SYS), 藩王(OFF)"
"堂子, 大學士",藩王,2,1,0.06068601583113457,0.9019607843137255,12.208683473389355,"堂子(LOC), 大學士(OFF)",藩王(OFF)
藩王,"堂子, 大學士",1,2,0.06068601583113457,0.8214285714285714,12.208683473389355,藩王(OFF),"堂子(LOC), 大學士(OFF)"
朝鮮國王,"元旦, 朔",1,2,0.0712401055408971,0.9818181818181819,12.200298062593147,朝鮮國王(PER),"元旦(DATE), 朔(DATE)"
"元旦, 朔",朝鮮國王,2,1,0.0712401055408971,0.8852459016393444,12.200298062593147,"元旦(DATE), 朔(DATE)",朝鮮國王(PER)
"朝鮮國王, 貝勒貝子",藩王,2,1,0.05804749340369393,0.8979591836734695,12.15451895043732,"朝鮮國王(PER), 貝勒貝子(OFF)",藩王(OFF)
藩王,"朝鮮國王, 貝勒貝子",1,2,0.05804749340369393,0.7857142857142857,12.154518950437318,藩王(OFF),"朝鮮國王(PER), 貝勒貝子(OFF)"
"朔, 貝勒貝子",堂子,2,1,0.06860158311345646,0.9454545454545454,12.14668721109399,"朔(DATE), 貝勒貝子(OFF)",堂子(LOC)
堂子,"朔, 貝勒貝子",1,2,0.06860158311345646,0.8813559322033898,12.14668721109399,堂子(LOC),"朔(DATE), 貝勒貝子(OFF)"
"朔, 藩王",堂子,2,1,0.06728232189973615,0.9444444444444444,12.133709981167607,"朔(DATE), 藩王(OFF)",堂子(LOC)
堂子,"朔, 藩王",1,2,0.06728232189973615,0.864406779661017,12.133709981167607,堂子(LOC),"朔(DATE), 藩王(OFF)"
藩王,"大學士, 朝鮮國王",1,2,0.05672823218997362,0.7678571428571429,12.125744047619047,藩王(OFF),"大學士(OFF), 朝鮮國王(PER)"
藩王,"朝鮮國王, 諸王",1,2,0.05672823218997362,0.7678571428571429,12.125744047619047,藩王(OFF),"朝鮮國王(PER), 諸王(OFF)"
"大學士, 朝鮮國王",藩王,2,1,0.05672823218997362,0.8958333333333333,12.125744047619046,"大學士(OFF), 朝鮮國王(PER)",藩王(OFF)
"朝鮮國王, 諸王",藩王,2,1,0.05672823218997362,0.8958333333333333,12.125744047619046,"朝鮮國王(PER), 諸王(OFF)",藩王(OFF)
藩王,"堂子, 正月",1,2,0.06728232189973615,0.9107142857142858,12.110902255639099,藩王(OFF),"堂子(LOC), 正月(DATE)"
藩王,"元旦, 堂子",1,2,0.06728232189973615,0.9107142857142858,12.110902255639099,藩王(OFF),"元旦(DATE), 堂子(LOC)"
藩王,"堂子, 朔",1,2,0.06728232189973615,0.9107142857142858,12.110902255639099,藩王(OFF),"堂子(LOC), 朔(DATE)"
"堂子, 正月",藩王,2,1,0.06728232189973615,0.8947368421052632,12.110902255639097,"堂子(LOC), 正月(DATE)",藩王(OFF)
"元旦, 堂子",藩王,2,1,0.06728232189973615,0.8947368421052632,12.110902255639097,"元旦(DATE), 堂子(LOC)",藩王(OFF)
"堂子, 朔",藩王,2,1,0.06728232189973615,0.8947368421052632,12.110902255639097,"堂子(LOC), 朔(DATE)",藩王(OFF)
"八旗, 正月",藩王,2,1,0.05408970976253298,0.8913043478260869,12.06444099378882,"八旗(SYS), 正月(DATE)",藩王(OFF)
藩王,"八旗, 正月",1,2,0.05408970976253298,0.7321428571428571,12.06444099378882,藩王(OFF),"八旗(SYS), 正月(DATE)"
"正月, 藩王",元旦,2,1,0.06992084432717678,1.0,12.031746031746032,"正月(DATE), 藩王(OFF)",元旦(DATE)
"八旗, 藩王",元旦,2,1,0.05408970976253298,1.0,12.031746031746032,"八旗(SYS), 藩王(OFF)",元旦(DATE)
"王, 藩王",元旦,2,1,0.05013192612137203,1.0,12.031746031746032,"王(OFF), 藩王(OFF)",元旦(DATE)
"堂子, 藩王",元旦,2,1,0.06728232189973615,1.0,12.031746031746032,"堂子(LOC), 藩王(OFF)",元旦(DATE)
"滿洲, 藩王",元旦,2,1,0.05013192612137203,1.0,12.031746031746032,"滿洲(GRP), 藩王(OFF)",元旦(DATE)
"藩王, 貝勒貝子",元旦,2,1,0.0633245382585752,1.0,12.031746031746032,"藩王(OFF), 貝勒貝子(OFF)",元旦(DATE)
"藩王, 諸王",元旦,2,1,0.06200527704485488,1.0,12.031746031746032,"藩王(OFF), 諸王(OFF)",元旦(DATE)
"八旗, 正月",元旦,2,1,0.06068601583113457,1.0,12.031746031746032,"八旗(SYS), 正月(DATE)",元旦(DATE)
"八旗, 貝勒貝子",元旦,2,1,0.055408970976253295,1.0,12.031746031746032,"八旗(SYS), 貝勒貝子(OFF)",元旦(DATE)
"正月, 滿洲",元旦,2,1,0.05672823218997362,1.0,12.031746031746032,"正月(DATE), 滿洲(GRP)",元旦(DATE)
"滿洲, 貝勒貝子",元旦,2,1,0.051451187335092345,1.0,12.031746031746032,"滿洲(GRP), 貝勒貝子(OFF)",元旦(DATE)
"堂子, 正月",元旦,2,1,0.07519788918205805,1.0,12.031746031746032,"堂子(LOC), 正月(DATE)",元旦(DATE)
"堂子, 朔",元旦,2,1,0.07519788918205805,1.0,12.031746031746032,"堂子(LOC), 朔(DATE)",元旦(DATE)
"八旗, 堂子",元旦,2,1,0.055408970976253295,1.0,12.031746031746032,"八旗(SYS), 堂子(LOC)",元旦(DATE)
"堂子, 滿洲",元旦,2,1,0.052770448548812667,1.0,12.031746031746032,"堂子(LOC), 滿洲(GRP)",元旦(DATE)
"堂子, 大學士",元旦,2,1,0.06728232189973615,1.0,12.031746031746032,"堂子(LOC), 大學士(OFF)",元旦(DATE)
朝鮮國王,元旦,1,1,0.07255936675461741,1.0,12.031746031746032,朝鮮國王(PER),元旦(DATE)
"朝鮮國王, 正月",元旦,2,1,0.07255936675461741,1.0,12.031746031746032,"朝鮮國王(PER), 正月(DATE)",元旦(DATE)
"康熙, 朝鮮國王",元旦,2,1,0.07255936675461741,1.0,12.031746031746032,"康熙(DATE), 朝鮮國王(PER)",元旦(DATE)
"堂子, 朝鮮國王",元旦,2,1,0.0712401055408971,1.0,12.031746031746032,"堂子(LOC), 朝鮮國王(PER)",元旦(DATE)
"朔, 朝鮮國王",元旦,2,1,0.0712401055408971,1.0,12.031746031746032,"朔(DATE), 朝鮮國王(PER)",元旦(DATE)
"朝鮮國王, 藩王",元旦,2,1,0.0633245382585752,1.0,12.031746031746032,"朝鮮國王(PER), 藩王(OFF)",元旦(DATE)
"八旗, 朝鮮國王",元旦,2,1,0.05408970976253298,1.0,12.031746031746032,"八旗(SYS), 朝鮮國王(PER)",元旦(DATE)
"朝鮮國王, 滿洲",元旦,2,1,0.052770448548812667,1.0,12.031746031746032,"朝鮮國王(PER), 滿洲(GRP)",元旦(DATE)
"朝鮮國王, 貝勒貝子",元旦,2,1,0.06464379947229551,1.0,12.031746031746032,"朝鮮國王(PER), 貝勒貝子(OFF)",元旦(DATE)
"朝鮮國王, 諸王",元旦,2,1,0.0633245382585752,1.0,12.031746031746032,"朝鮮國王(PER), 諸王(OFF)",元旦(DATE)
"大學士, 朝鮮國王",元旦,2,1,0.0633245382585752,1.0,12.031746031746032,"大學士(OFF), 朝鮮國王(PER)",元旦(DATE)
元旦,"堂子, 正月",1,2,0.07519788918205805,0.9047619047619048,12.031746031746032,元旦(DATE),"堂子(LOC), 正月(DATE)"
元旦,"堂子, 朔",1,2,0.07519788918205805,0.9047619047619048,12.031746031746032,元旦(DATE),"堂子(LOC), 朔(DATE)"
"正月, 貝勒貝子",藩王,2,1,0.0633245382585752,0.8888888888888888,12.031746031746032,"正月(DATE), 貝勒貝子(OFF)",藩王(OFF)
"朔, 朝鮮國王",藩王,2,1,0.0633245382585752,0.8888888888888888,12.031746031746032,"朔(DATE), 朝鮮國王(PER)",藩王(OFF)
"堂子, 朝鮮國王",藩王,2,1,0.0633245382585752,0.8888888888888888,12.031746031746032,"堂子(LOC), 朝鮮國王(PER)",藩王(OFF)
元旦,朝鮮國王,1,1,0.07255936675461741,0.8730158730158729,12.031746031746032,元旦(DATE),朝鮮國王(PER)
元旦,"朝鮮國王, 正月",1,2,0.07255936675461741,0.8730158730158729,12.031746031746032,元旦(DATE),"朝鮮國王(PER), 正月(DATE)"
元旦,"康熙, 朝鮮國王",1,2,0.07255936675461741,0.8730158730158729,12.031746031746032,元旦(DATE),"康熙(DATE), 朝鮮國王(PER)"
藩王,"正月, 貝勒貝子",1,2,0.0633245382585752,0.8571428571428572,12.031746031746032,藩王(OFF),"正月(DATE), 貝勒貝子(OFF)"
藩王,"朔, 朝鮮國王",1,2,0.0633245382585752,0.8571428571428572,12.031746031746032,藩王(OFF),"朔(DATE), 朝鮮國王(PER)"
藩王,"堂子, 朝鮮國王",1,2,0.0633245382585752,0.8571428571428572,12.031746031746032,藩王(OFF),"堂子(LOC), 朝鮮國王(PER)"
元旦,"堂子, 藩王",1,2,0.06728232189973615,0.8095238095238095,12.031746031746032,元旦(DATE),"堂子(LOC), 藩王(OFF)"
元旦,"堂子, 大學士",1,2,0.06728232189973615,0.8095238095238095,12.031746031746032,元旦(DATE),"堂子(LOC), 大學士(OFF)"
元旦,"朝鮮國王, 貝勒貝子",1,2,0.06464379947229551,0.7777777777777777,12.031746031746032,元旦(DATE),"朝鮮國王(PER), 貝勒貝子(OFF)"
元旦,"正月, 滿洲",1,2,0.05672823218997362,0.6825396825396826,12.031746031746032,元旦(DATE),"正月(DATE), 滿洲(GRP)"
